t,h,lon,lat,v,gam,azm,alpha,beta,q
943.0008246,203332.6162,58.82162325,7.316055185,19744.51743,-0.2034584281,71.98722647,23.64649501,-45.63485735,69.87560166
950.4441073,202808.8879,59.20316225,7.43996681,19664.97732,-0.2059433812,71.74732833,23.48914815,-45.49118469,69.94476377
959.7478009,202146.2011,59.67732158,7.596372759,19565.25869,-0.210252656,71.44526922,23.36028394,-45.30324917,69.96338159
968.4181646,201519.8089,60.1164366,7.743649618,19471.36367,-0.2136648722,71.15976946,23.31295005,-45.13248917,69.90102513
974.1344276,201103.8621,60.40446068,7.841548817,19408.79861,-0.2152071245,70.96896624,23.27306968,-45.02122224,69.86348251
975.5728504,200998.9514,60.47675149,7.866284192,19392.98566,-0.2155399645,70.92066742,23.25734869,-44.98997903,69.85930666
975.5728504,200998.9514,60.47675149,7.866284192,19392.98566,-0.2155399645,70.92066742,23.25734869,-44.98997903,69.85930666
979.1331524,200738.9823,60.65535716,7.927681119,19353.77635,-0.2163908541,70.80076612,23.19562283,-44.9161242,69.87222617
986.5764351,200192.9786,61.02726016,8.056834163,19271.75665,-0.2191017986,70.54912807,23.0256325,-44.77819907,69.94320969
995.8801287,199501.8853,61.48926609,8.219769993,19169.0028,-0.2238538581,70.23229516,22.88353627,-44.59963276,69.96201244
1004.550492,198848.3924,61.9169463,8.373109404,19072.2921,-0.2275809172,69.93273243,22.82558808,-44.43198936,69.89794553
1010.266755,198414.478,62.19737363,8.474992997,19007.8677,-0.2292067411,69.73247601,22.77877845,-44.321077,69.85893046
1011.705178,198305.0558,62.26774554,8.500729359,18991.58697,-0.2295492956,69.68177776,22.76146568,-44.29112042,69.85418875
1011.705178,198305.0558,62.26774554,8.500729359,18991.58697,-0.2295492956,69.68177776,22.76146568,-44.29112042,69.85418875
1015.26548,198033.9536,62.44158899,8.564601011,18951.22289,-0.2304257336,69.55590958,22.6946932,-44.22092247,69.86692123
1022.708763,197464.6981,62.80347808,8.698914165,18866.83371,-0.2333253625,69.29178987,22.51152687,-44.08649338,69.94073938
1032.012457,196744.1465,63.25285855,8.868272389,18761.19187,-0.2384889497,68.95931997,22.35639219,-43.91005745,69.95986067
1040.68282,196062.7713,63.66866454,9.027567911,18661.80206,-0.2424777773,68.64488601,22.28870791,-43.74987834,69.89305481
1046.399083,195610.4787,63.94120559,9.133362401,18595.60708,-0.2441714316,68.43459305,22.23547713,-43.64719867,69.85176608
1047.837506,195496.4444,64.00958574,9.16008086,18578.8808,-0.2445235619,68.38134211,22.21672709,-43.61930018,69.84622026
1047.837506,195496.4444,64.00958574,9.16008086,18578.8808,-0.2445235619,68.38134211,22.21672709,-43.61930018,69.84622026
1051.397808,195213.967,64.17848663,9.226379793,18537.41738,-0.2454275638,68.24912791,22.14480579,-43.55151707,69.85870893
1058.841091,194620.9295,64.52998496,9.365750582,18450.78644,-0.2485692028,67.97178944,21.94705457,-43.41962304,69.93675207
1068.144784,193869.9508,64.96626977,9.541396591,18342.43451,-0.2543502588,67.6227829,21.7790013,-43.25843474,69.95649168
1076.815148,193159.1917,65.3697641,9.706516576,18240.52311,-0.2588617609,67.2924921,21.70409526,-43.11787225,69.88530111
1082.531411,192687.1728,65.63413042,9.816132264,18172.64843,-0.2607852996,67.07141047,21.64625631,-43.03011718,69.84082618
1083.969834,192568.1452,65.70044618,9.843809907,18155.49787,-0.2611884866,67.01540374,21.62642922,-43.00739819,69.83438784
1083.969834,192568.1452,65.70044618,9.843809907,18155.49787,-0.2611884866,67.01540374,21.62642922,-43.00739819,69.83438784
1087.530136,192273.2663,65.8642246,9.91247888,18112.986,-0.2622358025,66.87631516,21.54985923,-42.94969914,69.84696103
1094.973418,191653.8329,66.20495521,10.05678537,18024.21705,-0.265945503,66.58459211,21.33843154,-42.83215128,69.93079028
1104.277112,190868.0571,66.62767115,10.23856301,17913.26329,-0.2728275691,66.21742928,21.16107195,-42.69752944,69.95167514
1112.947476,190122.8395,67.01840932,10.40935902,17808.8778,-0.2781807001,65.86950054,21.08407426,-42.57605171,69.87533514
1118.663739,189627.5005,67.27430489,10.52269683,17739.31766,-0.2803832673,65.63632364,21.02540372,-42.49473801,69.8265981
1120.102162,189502.5793,67.33848132,10.55130858,17721.73623,-0.2808249278,65.57721912,21.00556878,-42.47449514,69.8187921
1120.102162,189502.5793,67.33848132,10.55130858,17721.73623,-0.2808249278,65.57721912,21.00556878,-42.47449514,69.8187921
1123.662464,189193.1268,67.49695085,10.62228526,17678.15202,-0.2819521264,65.43039021,20.92580175,-42.42375976,69.83141475
1131.105746,188543.0613,67.8265196,10.77139588,17587.1841,-0.2860846934,65.12246776,20.70122101,-42.31217225,69.92315058
1140.40944,187718.0241,68.23516542,10.95913759,17473.52923,-0.2937223112,64.73498527,20.51686603,-42.17182751,69.94435171
1149.079804,186935.6895,68.61267135,11.13544885,17366.54626,-0.2992790548,64.36748718,20.43826455,-42.04936289,69.8610703
1154.796067,186416.4001,68.85977737,11.25239962,17295.21278,-0.3012487864,64.12095115,20.37944229,-41.96658908,69.80466686
1156.234489,186285.5691,68.92173362,11.28191756,17277.17621,-0.3015827902,64.0584307,20.36067535,-41.94363163,69.79339984
1156.234489,186285.5691,68.92173362,11.28191756,17277.17621,-0.3015827902,64.0584307,20.36067535,-41.94363163,69.79339984
1159.794791,185961.8212,69.074693,11.35513202,17232.45534,-0.302383007,63.90309661,20.27760546,-41.88445392,69.80341646
1167.238074,185283.044,69.39267474,11.50889585,17139.2109,-0.3062633167,63.57774659,20.02939945,-41.76119871,69.90753695
