t,h,lon,lat,v,gam,azm,alpha,beta,q
237.4206966,200828.3509,16.13880228,0.6310153288,24041.71868,0.2939746426,83.28645739,17.36892989,-70.16977439,148.6802285
244.3106838,201727.6526,16.5846773,0.6846242257,23972.49545,0.3280598786,83.00269293,17.37484621,-69.97650426,144.5980289
252.9227885,202971.502,17.13983855,0.7544300002,23890.03934,0.3619070127,82.66592043,17.37109785,-69.77140986,139.3946108
260.9486418,204220.9332,17.65514424,0.8221102778,23817.45609,0.3845720095,82.37076229,17.35688338,-69.49688382,134.5515363
266.239987,205078.1521,17.99383884,0.8680320073,23771.86194,0.3950708458,82.18617818,17.34926856,-69.2920216,131.3910985
267.5714848,205296.9467,18.07894094,0.8797433562,23760.66627,0.3971572488,82.14094838,17.34945822,-69.25721043,130.5991343
267.5714848,205296.9467,18.07894094,0.8797433562,23760.66627,0.3971572488,82.14094838,17.34945822,-69.25721043,130.5991343
270.8671322,205842.442,18.28936776,0.9089922474,23733.41815,0.4013432356,82.03102057,17.35225453,-69.17224479,128.6512198
277.7571194,206994.2198,18.72833755,0.9713045437,23678.53089,0.4057723821,81.81032087,17.35780662,-68.96416182,124.6750369
286.3692242,208434.691,19.27528499,1.05128473,23613.75161,0.4033795931,81.55123637,17.35686149,-68.69704111,119.9474209
294.3950774,209753.3326,19.78335321,1.127770664,23557.02174,0.3937769717,81.32576789,17.35123262,-68.34925227,115.8223069
299.6864226,210599.1972,20.11749169,1.17915973,23521.40541,0.3840270562,81.18503663,17.3528384,-68.06149728,113.2520636
301.0179204,210808.3064,20.20147361,1.192206404,23512.65193,0.3811792997,81.15055243,17.35497106,-67.99153571,112.6229971
301.0179204,210808.3064,20.20147361,1.192206404,23512.65193,0.3811792997,81.15055243,17.35497106,-67.99153571,112.6229971
304.3135678,211318.4805,20.40917241,1.224692508,23491.3303,0.3734364371,81.06671712,17.35744122,-67.87751583,111.1080424
311.203555,212345.8117,20.84263917,1.293472146,23448.30037,0.3538128001,80.89811028,17.35340903,-67.73593719,108.132437
319.8156598,213539.6357,21.38307193,1.381002639,23397.22029,0.3233726535,80.6990435,17.35772745,-67.40086326,104.7432319
327.841513,214545.2726,21.88540681,1.464041475,23351.98268,0.2901960183,80.52389061,17.36968755,-67.02036702,101.9264366
333.1328582,215145.0355,22.21592915,1.519521289,23323.26157,0.2660463387,80.41323548,17.37516964,-66.7805306,100.2618194
334.464356,215287.4882,22.29902039,1.53357077,23316.16178,0.2597088366,80.38594809,17.37609997,-66.70850402,99.86733201
334.464356,215287.4882,22.29902039,1.53357077,23316.16178,0.2597088366,80.38594809,17.37609997,-66.70850402,99.86733201
337.7600034,215624.9371,22.50454659,1.568495287,23298.79708,0.2435991345,80.31932029,17.37794047,-66.55876514,98.93237526
344.6499906,216257.5886,22.93361072,1.642183908,23263.38359,0.2079074123,80.18383163,17.38130196,-66.33647889,97.16607617
353.2620954,216901.0926,23.46878161,1.735528419,23220.59056,0.1599316231,80.02075389,17.38842407,-65.96206147,95.31009018
361.2879486,217344.662,23.96642424,1.823708367,23181.90403,0.1126746312,79.87394844,17.39822998,-65.56311967,93.92911025
366.5792938,217551.3988,24.29395029,1.882452398,23156.89708,0.08040608625,79.77930735,17.40387724,-65.34076747,93.20420985
367.9107916,217592.4411,24.37629851,1.897309324,23150.65667,0.07215824866,79.75571259,17.40479908,-65.28844323,93.04548076
367.9107916,217592.4411,24.37629851,1.897309324,23150.65667,0.07215824866,79.75571259,17.40479908,-65.28844323,93.04548076
371.206439,217674.8074,24.58000317,1.934210252,23135.28961,0.05154322702,79.69764248,17.40721559,-65.15269003,92.69186319
378.0964262,217757.383,25.00533231,2.011939268,23103.45734,0.007707559001,79.5774862,17.41331792,-64.83697442,92.1318641
386.708531,217687.7366,25.53595035,2.110190382,23064.02121,-0.04798911781,79.42881819,17.42121669,-64.42771385,91.77246436
394.7343842,217448.4469,26.02943632,2.202836768,23027.35704,-0.1003016663,79.29064865,17.4304107,-64.08561009,91.77202198
400.0257294,217198.6031,26.35425282,2.264487813,23003.09819,-0.1347810641,79.1991738,17.435814,-63.86843697,91.94895523
401.3572273,217124.2495,26.43592185,2.280073036,22996.97224,-0.143432683,79.1760638,17.43651766,-63.80883926,92.01638437
401.3572273,217124.2495,26.43592185,2.280073036,22996.97224,-0.143432683,79.1760638,17.43651766,-63.80883926,92.01638437
404.6528747,216920.4644,26.63794848,2.318772773,22981.76011,-0.1647718188,79.11865695,17.43881324,-63.66480266,92.22023151
411.5428618,216404.3293,27.0597756,2.40025403,22949.65048,-0.2088703612,78.99736899,17.44587576,-63.3391787,92.81580116
420.1549666,215591.6828,27.58600257,2.503207707,22908.69823,-0.2623764968,78.8424692,17.45329404,-62.9010041,93.88653668
428.1808198,214673.2911,28.07534966,2.600284811,22869.41413,-0.3101465798,78.6935086,17.46086567,-62.62539848,95.20098682
433.472165,213986.5683,28.39739582,2.66490053,22842.76614,-0.3403556754,78.59215411,17.46512656,-62.43614675,96.23272578
434.8036629,213803.9477,28.47836103,2.681238787,22835.95396,-0.3477499979,78.56621335,17.46543427,-62.3555559,96.51374523
434.8036629,213803.9477,28.47836103,2.681238787,22835.95396,-0.3477499979,78.56621335,17.46543427,-62.3555559,96.51374523
438.0993103,213335.5571,28.6786323,2.721816196,22818.89294,-0.3656028905,78.50122102,17.46764373,-62.16732299,97.24130694
444.9892974,212284.179,29.09671846,2.807296102,22782.2032,-0.400830307,78.36122637,17.47440439,-61.86108019,98.91240317
453.6014022,210843.9655,29.61810241,2.915417484,22734.12689,-0.4403138481,78.1773143,17.47733465,-61.45874416,101.2870764
461.6272554,209391.6891,30.10272764,3.017518819,22686.73606,-0.4718219283,77.99549908,17.48525204,-61.17173685,103.7449377
466.9186006,208384.9013,30.42152916,3.085576167,22653.92687,-0.4895340877,77.86925392,17.4900846,-61.0045271,105.4846828
468.2500985,208126.1583,30.50165953,3.10279831,22645.46114,-0.4935705664,77.83663735,17.48913286,-60.9416826,105.9396245
468.2500985,208126.1583,30.50165953,3.10279831,22645.46114,-0.4935705664,77.83663735,17.48913286,-60.9416826,105.9396245
471.5457459,207477.4597,30.69983049,3.145596189,22624.13154,-0.5027367887,77.75442985,17.48877386,-60.76012529,107.0836457
478.435733,206089.372,31.1133573,3.235878613,22577.67588,-0.5178033734,77.57524104,17.49807428,-60.4207728,109.5424435
487.0478378,204313.7822,31.62868306,3.350338685,22515.76962,-0.5285179656,77.33601841,17.50108438,-60.09602386,112.7459192
495.073691,202644.7054,32.10725481,3.458719585,22453.96952,-0.529900677,77.09677935,17.49368352,-59.76103942,115.802056
500.3650362,201550.3739,32.42182786,3.531128364,22410.93048,-0.5258939458,76.93003501,17.49089083,-59.54818658,117.8045863
501.6965341,201276.979,32.50086272,3.549472899,22399.80149,-0.5242603866,76.88689377,17.49104454,-59.51485119,118.3023251
501.6965341,201276.979,32.50086272,3.549472899,22399.80149,-0.5242603866,76.88689377,17.49104454,-59.51485119,118.3023251
504.9921815,200605.0449,32.69626554,3.59509774,22371.72498,-0.5191578183,76.77799121,17.49212607,-59.41330858,119.5209753
511.8821686,199230.0375,33.1037341,3.691520965,22310.55916,-0.5032754235,76.54062885,17.48937453,-59.14140331,121.9995919
520.4942734,197591.8475,33.61094437,3.814106329,22229.42021,-0.4737132156,76.22554202,17.47818006,-58.87290748,124.8893244
528.5201266,196174.6023,34.0813833,3.930513103,22149.16206,-0.4366667041,75.91374348,17.47511081,-58.55841382,127.2491745
533.8114718,195311.9432,34.39028475,4.008449505,22093.86125,-0.4071514349,75.69905474,17.47211082,-58.32906795,128.591904
535.1429697,195105.0294,34.46785331,4.028213804,22079.66275,-0.3991398785,75.64395401,17.46878689,-58.29217023,128.9043458
535.1429697,195105.0294,34.46785331,4.028213804,22079.66275,-0.3991398785,75.64395401,17.46878689,-58.29217023,128.9043458
538.4386171,194611.5026,34.65955945,4.077401094,22044.05063,-0.3784580899,75.50572904,17.47014022,-58.2195179,129.601132
545.3286042,193671.2973,35.05899081,4.181487053,21967.44524,-0.3312912712,75.20831523,17.4786852,-58.04723936,130.7633658
553.940709,192684.905,35.55558438,4.314024247,21868.33182,-0.2666000276,74.82373599,17.44090439,-57.79160106,131.7407702
561.9665622,191967.1486,36.01560196,4.440014672,21773.4089,-0.2025059748,74.45600512,17.43239224,-57.53584789,131.9861509
567.2579075,191604.2409,36.31738379,4.524394893,21709.67847,-0.1587673113,74.20949386,17.43777891,-57.37174442,131.7933991
568.5894053,191526.9901,36.39313215,4.545793393,21693.53948,-0.1476909991,74.14712635,17.43000926,-57.33167105,131.7228656
568.5894053,191526.9901,36.39313215,4.545793393,21693.53948,-0.1476909991,74.14712635,17.43000926,-57.33167105,131.7228656
571.8850527,191359.8872,36.58028801,4.599042478,21653.50661,-0.120405759,73.99254311,17.41582722,-57.23790476,131.4686118
578.7750398,191120.4862,36.97002312,4.711672521,21569.39718,-0.06397558075,73.66825472,17.42522749,-57.05440519,130.5424384
587.3871446,191024.3089,37.45422183,4.854913542,21464.0621,0.003810259726,73.26325641,17.41887021,-56.80728413,128.8684172
595.4129978,191123.8832,37.90250997,4.990811125,21366.75299,0.06153377773,72.89071804,17.39250653,-56.55021891,126.8713978
600.7043431,191279.3694,38.19651782,5.081639938,21303.40619,0.0957956358,72.64919232,17.38938222,-56.38565057,125.3164834
602.0358409,191328.8008,38.27030958,5.104646751,21287.57841,0.1039043888,72.5889675,17.39210551,-56.34807314,124.8956251
602.0358409,191328.8008,38.27030958,5.104646751,21287.57841,0.1039043888,72.5889675,17.39210551,-56.34807314,124.8956251
605.3314883,191467.7486,38.45262595,5.161848647,21248.61799,0.1230265963,72.4409375,17.39268244,-56.246658,123.8320481
612.2214754,191827.646,38.83228478,5.282593765,21168.40318,0.158055776,72.13730035,17.37733526,-56.02404032,121.5105002
620.8335802,192385.5587,39.30404588,5.435637514,21070.80444,0.1915070753,71.77007959,17.37079096,-55.75885008,118.4152849
628.8594335,192982.325,39.74098134,5.580276921,20982.70894,0.2120262361,71.44102676,17.36572505,-55.44001572,115.4548796
634.1507787,193401.0283,40.02765953,5.676645761,20926.21365,0.2199733233,71.23146292,17.36946972,-55.21299916,113.4935809
635.4822765,193508.2943,40.09962849,5.701017579,20912.18716,0.2212921054,71.17960469,17.37568554,-55.1679607,112.9939634
635.4822765,193508.2943,40.09962849,5.701017579,20912.18716,0.2212921054,71.17960469,17.37568554,-55.1679607,112.9939634
638.7779239,193775.6874,40.27747204,5.761547559,20877.78178,0.2233803163,71.05265335,17.38592298,-55.06493117,111.7760474
645.6679111,194335.4736,40.64796679,5.88901677,20807.41112,0.2220068712,70.79421287,17.38048945,-54.83762692,109.3396625
654.2800158,195012.0087,41.10864496,6.050024167,20722.39783,0.2096133159,70.48434266,17.37957652,-54.51828049,106.4517789
662.3058691,195590.8933,41.53563161,6.201656963,20645.85255,0.1885533099,70.20770057,17.38452453,-54.15233063,103.9687133
667.5972143,195933.0463,41.81594844,6.302421484,20596.68654,0.1701916828,70.0312874,17.38408732,-53.8931774,102.4719753
668.9287121,196013.2562,41.88634082,6.32787369,20584.46636,0.1650459099,69.98759218,17.38445875,-53.83233514,102.1126178
668.9287121,196013.2562,41.88634082,6.32787369,20584.46636,0.1650459099,69.98759218,17.38445875,-53.83233514,102.1126178
672.2243595,196200.6009,42.06032348,6.391034353,20554.46433,0.1514235579,69.88054264,17.3854064,-53.70517304,101.2555419
679.1143467,196535.3528,42.42293076,6.523812129,20492.78778,0.1189791905,69.66131828,17.38736893,-53.46995573,99.61945462
687.7264514,196830.652,42.87407435,6.691122516,20417.36914,0.07205568615,69.3946997,17.39719063,-53.10446692,97.87357634
695.7523047,196968.2325,43.29246022,6.848338631,20348.33306,0.02368221669,69.15201543,17.40987648,-52.72096911,96.56190999
701.0436499,196981.3022,43.56723511,6.952652028,20303.28154,-0.009977758719,68.99423497,17.41640443,-52.46895392,95.87069002
702.3751477,196974.5554,43.63624694,6.97898266,20291.98676,-0.01861526464,68.9547422,17.41770972,-52.40243315,95.71860992
702.3751477,196974.5554,43.63624694,6.97898266,20291.98676,-0.01861526464,68.9547422,17.41770972,-52.40243315,95.71860992
705.6707951,196940.2764,43.8068344,7.044294276,20264.08395,-0.04022123415,68.85727066,17.42119445,-52.2528294,95.37843733
712.5607823,196786.6479,44.16243058,7.18147326,20205.87987,-0.08621481534,68.65416797,17.42931085,-51.9828067,94.83314765
721.172887,196437.4713,44.60493282,7.354137434,20133.02927,-0.1440981094,68.40012657,17.43887762,-51.60260512,94.46338478
729.1987403,195957.2322,45.01533249,7.516237402,20064.59883,-0.1967284913,68.16155299,17.44786418,-51.21627747,94.41543098
734.4900855,195562.1378,45.28484971,7.623734983,20018.9776,-0.2299795762,68.00240266,17.45398066,-50.97349954,94.5300994
735.8215833,195453.2807,45.35253705,7.650864056,20007.41594,-0.2381094351,67.96204235,17.45542285,-50.91383563,94.57644945
735.8215833,195453.2807,45.35253705,7.650864056,20007.41594,-0.2381094351,67.96204235,17.45542285,-50.91383563,94.57644945
739.1172307,195168.0941,45.51984083,7.718148975,19978.63768,-0.2577568601,67.86152096,17.45816849,-50.76770229,94.72109185
746.0072179,194502.8236,45.86853208,7.859449371,19917.62103,-0.2963121595,67.64803366,17.46407995,-50.47688047,95.1474301
754.6193226,193552.5619,46.30227995,8.037285964,19839.36737,-0.3385363696,67.37333082,17.4751654,-50.11425501,95.88289657
762.6451759,192567.5492,46.70433752,8.204261331,19764.03703,-0.3703866299,67.10793445,17.48126494,-49.74148005,96.74166448
767.9365211,191876.8392,46.9682292,8.315017414,19712.94138,-0.3868133982,66.9274409,17.48028112,-49.5044004,97.38026697
769.2680189,191698.8786,47.03448297,8.342973032,19699.89308,-0.390347689,66.88127791,17.47972954,-49.45399333,97.54739531
769.2680189,191698.8786,47.03448297,8.342973032,19699.89308,-0.390347689,66.88127791,17.47972954,-49.45399333,97.54739531
772.5636663,191252.4334,47.19820476,8.412316416,19667.25205,-0.3980402059,66.76564962,17.47845473,-49.32889248,97.96859783
779.4536535,190298.4479,47.5392392,8.55798401,19597.34073,-0.408924305,66.51734039,17.48082753,-49.05931715,98.86133429
788.0657582,189089.3232,47.96305714,8.741415608,19506.54598,-0.4119196077,66.19355516,17.48562306,-48.73515752,99.96164433
796.0916115,187974.9895,48.35545911,8.913754048,19418.43833,-0.4037907762,65.87824687,17.47568223,-48.39774212,100.9331618
801.3829567,187261.2651,48.61275731,9.02812679,19358.52121,-0.39264768,65.66342845,17.47372233,-48.17593828,101.4937129
802.7144545,187085.4778,48.67732245,9.057002533,19343.20735,-0.3891057277,65.6084675,17.47768302,-48.13022511,101.6155642
802.7144545,187085.4778,48.67732245,9.057002533,19343.20735,-0.3891057277,65.6084675,17.47768302,-48.13022511,101.6155642
806.0101019,186658.4001,48.83681235,9.128640724,19304.88443,-0.3790764179,65.47078688,17.48155966,-48.02350127,101.9026887
812.9000891,185809.127,49.16875579,9.2791834,19223.02982,-0.353026245,65.17621644,17.46857055,-47.79632838,102.4140653
821.5121938,184849.1194,49.58074864,9.468841808,19117.65495,-0.3117332555,64.79628074,17.46327244,-47.50694502,102.7606281
829.5380471,184076.4496,49.96168362,9.64709123,19016.73212,-0.2657515443,64.43204696,17.45240792,-47.21348051,102.7768167
834.8293923,183639.4016,50.21120015,9.765402383,18949.0507,-0.232553475,64.18784453,17.44432712,-47.02312123,102.6089909
836.1608901,183538.9243,50.27378124,9.795272751,18931.8937,-0.2239163645,64.1259503,17.44644243,-46.98085964,102.5367754
836.1608901,183538.9243,50.27378124,9.795272751,18931.8937,-0.2239163645,64.1259503,17.44644243,-46.98085964,102.5367754
839.4565375,183307.1762,50.42831806,9.869376919,18889.2192,-0.202112855,63.97199735,17.44775483,-46.88011277,102.3236853
846.3465247,182901.5887,50.74972786,10.02508221,18799.34086,-0.1557433652,63.64789567,17.4323835,-46.66934714,101.724321
854.9586294,182543.9472,51.14827074,10.22116878,18686.28042,-0.09839521692,63.24077359,17.42414559,-46.39691876,100.6242575
862.9844827,182354.1095,51.51646705,10.40533464,18580.76601,-0.04764329612,62.86183008,17.41650429,-46.11453131,99.2974688
868.2758279,182299.2383,51.75751924,10.52748353,18511.46657,-0.01688187239,62.61373577,17.40649212,-45.92704984,98.29393947
869.6073257,182293.5448,51.81796577,10.55830984,18494.08622,-0.009583486933,62.55161892,17.40525395,-45.88419799,98.02456583
869.6073257,182293.5448,51.81796577,10.55830984,18494.08622,-0.009583486933,62.55161892,17.40525395,-45.88419799,98.02456583
872.9029731,182292.6165,51.96721583,10.63476094,18451.18394,0.007632998967,62.39845557,17.40244468,-45.77983555,97.33442847
879.7929603,182345.5784,52.27757959,10.79527405,18362.16643,0.03918628513,62.08151044,17.39462646,-45.558149,95.80537296
888.405065,182497.0225,52.66239261,10.99715444,18252.48464,0.06905308073,61.69276554,17.38999447,-45.26757131,93.76754249
896.4309183,182697.5138,53.01794397,11.18647595,18152.11709,0.08651889521,61.33909542,17.38716991,-44.95539756,91.81026751
901.7222635,182847.8029,53.25076941,11.3118854,18087.01567,0.09234397771,61.11093768,17.38514549,-44.73988877,90.51985281
903.0537613,182886.7651,53.3091615,11.3435144,18070.77119,0.09308479816,61.05415948,17.3851396,-44.68949044,90.19664759
903.0537613,182886.7651,53.3091615,11.3435144,18070.77119,0.09308479816,61.05415948,17.3851396,-44.68949044,90.19664759
906.3494087,182983.8641,53.45335577,11.42192104,18030.79998,0.09364875378,60.91468482,17.38528114,-44.57354404,89.40279589
913.2393959,183182.8113,53.75329226,11.58637856,17948.31904,0.08897461202,60.62786624,17.38576258,-44.33475757,87.78484535
921.8515006,183402.643,54.12535943,11.79291819,17847.20058,0.07257675577,60.27809947,17.38913355,-43.99928772,85.87317491
929.8773539,183554.588,54.46932816,11.98631955,17754.76364,0.04786912014,59.96025227,17.39307032,-43.65643551,84.24036154
935.1686991,183616.4992,54.69467042,12.11428756,17694.65205,0.02722351408,59.7544861,17.39647952,-43.42688181,83.25490907
936.5001969,183626.5254,54.75119791,12.14654477,17679.617,0.0215440164,59.70312425,17.39781812,-43.36884026,83.01864909
936.5001969,183626.5254,54.75119791,12.14654477,17679.617,0.0215440164,59.70312425,17.39781812,-43.36884026,83.01864909
939.7958443,183640.9781,54.89080786,12.22648022,17642.54248,0.006726494654,59.57662845,17.40158937,-43.23283831,82.45530707
946.6858315,183619.803,55.18129414,12.3940196,17565.58561,-0.02741558361,59.31459318,17.4094759,-42.96313444,81.38197894
955.2979362,183486.3156,55.54177482,12.60421253,17470.15614,-0.07470474596,58.99046061,17.41828612,-42.59796129,80.24565398
963.3237895,183247.299,55.87512854,12.80084406,17381.60196,-0.1214267704,58.69032206,17.42528767,-42.24009221,79.39222145
968.6151347,183027.6863,56.09354479,12.93086188,17323.21739,-0.1526782702,58.49262008,17.43026939,-42.00835636,78.93341173
969.9466325,182964.6685,56.1483363,12.96362593,17308.50745,-0.1605167346,58.44281516,17.43175562,-41.95008649,78.83023724
969.9466325,182964.6685,56.1483363,12.96362593,17308.50745,-0.1605167346,58.44281516,17.43175562,-41.95008649,78.83023724
973.2422799,182795.4364,56.28365866,13.04480158,17272.04491,-0.1797737593,58.31935286,17.43553363,-41.80791255,78.59570627
980.1322671,182382.0312,56.56520913,13.21487362,17195.46055,-0.218895173,58.05988538,17.44337398,-41.51955579,78.19716597
988.7443718,181758.5611,56.91452784,13.42813502,17098.72506,-0.264090815,57.73160746,17.45297297,-41.15507882,77.85575458
996.7702251,181082.8774,57.23742811,13.62754889,17007.17327,-0.3006139413,57.42022896,17.45978142,-40.80394255,77.66941797
1002.06157,180595.226,57.44889704,13.75936897,16945.90633,-0.320941055,57.2114309,17.46190182,-40.57666604,77.60197763
1003.393068,180467.9848,57.50193113,13.79258312,16930.36368,-0.3255360275,57.15839906,17.46205861,-40.52205552,77.59061328
1003.393068,180467.9848,57.50193113,13.79258312,16930.36368,-0.3255360275,57.15839906,17.46205861,-40.52205552,77.59061328
1006.688716,180146.1512,57.63288517,13.87486752,16891.6626,-0.335958982,57.02622436,17.46289151,-40.38907788,77.56905294
1013.578703,179446.996,57.90520528,14.04723591,16809.60815,-0.3530078126,56.7453633,17.46707846,-40.11500512,77.54357029
1022.190807,178541.038,58.24276314,14.26333296,16704.68193,-0.3644874165,56.38496838,17.47063043,-39.77508598,77.52438496
1030.216661,177688.2939,58.5544399,14.46535912,16604.42871,-0.3648930125,56.03947355,17.46823218,-39.45198415,77.48355509
1035.508006,177133.2985,58.75835541,14.59888546,16537.02129,-0.359717342,55.8066473,17.46658171,-39.24250324,77.42141707
1036.839504,176995.5007,58.8094686,14.63252682,16519.89434,-0.3577392869,55.74742438,17.46691717,-39.19238209,77.39884114
1036.839504,176995.5007,58.8094686,14.63252682,16519.89434,-0.3577392869,55.74742438,17.46691717,-39.19238209,77.39884114
1040.135151,176658.7496,58.93563236,14.7158647,16477.21946,-0.3517019785,55.59973463,17.46632942,-39.07150468,77.33255665
1047.025138,175979.9925,59.19777084,14.89041526,16386.76665,-0.3342205145,55.28615932,17.46134357,-38.82393797,77.13486128
1055.637243,175194.8967,59.52228539,15.10919255,16271.52252,-0.3040672381,54.88576781,17.45659746,-38.5153026,76.74270642
1063.663096,174542.5771,59.82150268,15.31365512,16162.25288,-0.2693179274,54.50557429,17.44661343,-38.22175083,76.22101134
